event_id,sport_key,sport_title,commence_time,home_team,away_team,completed,game_date
e1805141086e464e33d893e0e3af6890,basketball_nba,NBA,2023-10-28 23:00:00+00:00,Detroit Pistons,Chicago Bulls,False,2023-10-28
60c9bce0d6813418c5ba9c02e8a172d9,basketball_nba,NBA,2023-10-28 23:30:00+00:00,Cleveland Cavaliers,Indiana Pacers,False,2023-10-28
cfe5c507ca7ff96a82fb176ff6dbbb71,basketball_nba,NBA,2023-10-28 23:30:00+00:00,Toronto Raptors,Philadelphia 76ers,False,2023-10-28
92ac8b1b10e8b9bca8a8450a725b5984,basketball_nba,NBA,2023-10-29 00:00:00+00:00,Minnesota Timberwolves,Miami Heat,False,2023-10-29
ab3b53c65b642aa7d3aa8d4b5a193aff,basketball_nba,NBA,2023-10-29 02:00:00+00:00,Phoenix Suns,Utah Jazz,False,2023-10-29
3d4c502f3ca5f026ab17bcaf740a0737,basketball_nba,NBA,2023-10-29 19:30:00+00:00,Oklahoma City Thunder,Denver Nuggets,False,2023-10-29
8bc6a91b67ec6811e72a21f336447ada,basketball_nba,NBA,2023-10-29 23:00:00+00:00,Houston Rockets,Golden State Warriors,False,2023-10-29
571baca00a5b2ade8a1128dc51cbc73e,basketball_nba,NBA,2023-10-29 23:00:00+00:00,Milwaukee Bucks,Atlanta Hawks,False,2023-10-29
6c934cc4a37c263d05229c95d69bc9ce,basketball_nba,NBA,2023-10-29 23:30:00+00:00,Philadelphia 76ers,Portland Trail Blazers,False,2023-10-29
ed4f372db187f3c38f670ee49868417a,basketball_nba,NBA,2023-10-30 01:00:00+00:00,Los Angeles Clippers,San Antonio Spurs,False,2023-10-30
8ad879c9ded7010edc2070a2850298a5,basketball_nba,NBA,2023-10-30 01:00:00+00:00,Sacramento Kings,Los Angeles Lakers,False,2023-10-30
b01b96240d6be6dc918f5fd5de5e9400,basketball_nba,NBA,2023-10-30 23:00:00+00:00,Charlotte Hornets,Brooklyn Nets,False,2023-10-30
02e7a5fff41e0fcb119de4ea0637e92b,basketball_nba,NBA,2023-10-30 23:00:00+00:00,Indiana Pacers,Chicago Bulls,False,2023-10-30
455677df1d56350a03fdab920e17d014,basketball_nba,NBA,2023-10-30 23:00:00+00:00,Washington Wizards,Boston Celtics,False,2023-10-30
ae362c45fa67161feb1dbbefad5aac13,basketball_nba,NBA,2023-10-30 23:30:00+00:00,Toronto Raptors,Portland Trail Blazers,False,2023-10-30
b5e892b56357874a85121dda5696e6c4,basketball_nba,NBA,2023-10-30 23:30:00+00:00,Atlanta Hawks,Minnesota Timberwolves,False,2023-10-30
574117fd1dcb161e967e31f71233f11d,basketball_nba,NBA,2023-10-31 00:00:00+00:00,Milwaukee Bucks,Miami Heat,False,2023-10-31
70849081c4617bb778e171eb6b8f8c14,basketball_nba,NBA,2023-10-31 00:00:00+00:00,Oklahoma City Thunder,Detroit Pistons,False,2023-10-31
55f6bdba9d39fcedff92947cdbc32abb,basketball_nba,NBA,2023-10-31 00:00:00+00:00,Memphis Grizzlies,Dallas Mavericks,False,2023-10-31
e62f3adf2f9ad73fc940795d12118d93,basketball_nba,NBA,2023-10-31 00:10:00+00:00,New Orleans Pelicans,Golden State Warriors,False,2023-10-31
0103e538e5ca308aa2c7b3306468a621,basketball_nba,NBA,2023-10-31 01:00:00+00:00,Denver Nuggets,Utah Jazz,False,2023-10-31
ed70d498b4fcaa2c58e3bdbdb89d39b6,basketball_nba,NBA,2023-10-31 02:30:00+00:00,Los Angeles Lakers,Orlando Magic,False,2023-10-31
67bb83903abcbf5afb582cc34bbb559c,basketball_nba,NBA,2023-10-31 23:40:00+00:00,Cleveland Cavaliers,New York Knicks,False,2023-10-31
26709f2762124a8dfeb82fe0ebb2058a,basketball_nba,NBA,2023-11-01 02:10:00+00:00,Phoenix Suns,San Antonio Spurs,False,2023-11-01
a8e2fbc5727b6e08de2a032ad899aa87,basketball_nba,NBA,2023-11-01 02:40:00+00:00,Los Angeles Clippers,Orlando Magic,False,2023-11-01
80ef276018c492f53d3c94229942e855,basketball_nba,NBA,2023-11-01 23:10:00+00:00,Detroit Pistons,Portland Trail Blazers,False,2023-11-01
0bfb3b16896707f5d2b364da9de4d19c,basketball_nba,NBA,2023-11-01 23:10:00+00:00,Toronto Raptors,Milwaukee Bucks,False,2023-11-01
4878c4a92972b11a203ea6bbdc64f46f,basketball_nba,NBA,2023-11-01 23:30:00+00:00,Miami Heat,Brooklyn Nets,False,2023-11-01
54bc0b7ff80b7cb6322c185dbc2cb56f,basketball_nba,NBA,2023-11-01 23:30:00+00:00,New York Knicks,Cleveland Cavaliers,False,2023-11-01
0766d697969e72b7db61b6d5dd6577b7,basketball_nba,NBA,2023-11-01 23:30:00+00:00,Oklahoma City Thunder,New Orleans Pelicans,False,2023-11-01
461da5940ac781ebbbe454ce5d0f7c45,basketball_nba,NBA,2023-11-01 23:30:00+00:00,Atlanta Hawks,Washington Wizards,False,2023-11-01
9e4b1f09202b014ff89a76657be34113,basketball_nba,NBA,2023-11-01 23:40:00+00:00,Boston Celtics,Indiana Pacers,False,2023-11-01
8550cb14a0692e46b289d11b88feb35f,basketball_nba,NBA,2023-11-02 00:10:00+00:00,Houston Rockets,Charlotte Hornets,False,2023-11-02
3ad255546a5450a3f50f7ed1f8a3c9ea,basketball_nba,NBA,2023-11-02 00:10:00+00:00,Minnesota Timberwolves,Denver Nuggets,False,2023-11-02
c88f6a0b125c9073eb6b7131cda321a4,basketball_nba,NBA,2023-11-02 00:30:00+00:00,Dallas Mavericks,Chicago Bulls,False,2023-11-02
0521f6fbdc78cc043878064b537629e8,basketball_nba,NBA,2023-11-02 01:10:00+00:00,Utah Jazz,Memphis Grizzlies,False,2023-11-02
82b00becb168468c31a279a155b9cd72,basketball_nba,NBA,2023-11-02 02:00:00+00:00,Los Angeles Lakers,Los Angeles Clippers,False,2023-11-02
477e39e1c9ba75fb4262f4f18a8690af,basketball_nba,NBA,2023-11-02 02:10:00+00:00,Golden State Warriors,Sacramento Kings,False,2023-11-02
bf8b67194bcae7db579a6d32a7070f80,basketball_nba,NBA,2023-11-02 23:00:00+00:00,Philadelphia 76ers,Toronto Raptors,False,2023-11-02
2619b14a4f29924b50fbc11d43b4b4fb,basketball_nba,NBA,2023-11-03 00:00:00+00:00,New Orleans Pelicans,Detroit Pistons,False,2023-11-03
81b04de4c3c099126e610c6cd7981e01,basketball_nba,NBA,2023-11-03 01:00:00+00:00,Utah Jazz,Orlando Magic,False,2023-11-03
645128f47f61359cbbccf9310382b344,basketball_nba,NBA,2023-11-03 02:00:00+00:00,Phoenix Suns,San Antonio Spurs,False,2023-11-03
93341c08b7240aa58d1fd2361e6473ce,basketball_nba,NBA,2023-11-03 23:00:00+00:00,Chicago Bulls,Brooklyn Nets,False,2023-11-03
b9096deaffa2ba3f027a77bf350323b2,basketball_nba,NBA,2023-11-03 23:00:00+00:00,Indiana Pacers,Cleveland Cavaliers,False,2023-11-03
8169bd60e4575f712b6b1ec48bb6e966,basketball_nba,NBA,2023-11-03 23:40:00+00:00,Milwaukee Bucks,New York Knicks,False,2023-11-03
5a50c70de2c3cb06e390ab0d485d3411,basketball_nba,NBA,2023-11-04 00:10:00+00:00,Oklahoma City Thunder,Golden State Warriors,False,2023-11-04
46b898bc745d2ab75648ebb037f43bb2,basketball_nba,NBA,2023-11-04 00:10:00+00:00,Chicago Bulls,Brooklyn Nets,False,2023-11-04
8e5ebfcb0d7d4b85e9fc84db9ca446bc,basketball_nba,NBA,2023-11-04 00:10:00+00:00,Miami Heat,Washington Wizards,False,2023-11-04
c2f0a87268eea91678ffc1f23e68326f,basketball_nba,NBA,2023-11-04 02:00:00+00:00,Denver Nuggets,Dallas Mavericks,False,2023-11-04
fc9a6fe708220313e2417d6ccff60aeb,basketball_nba,NBA,2023-11-04 02:10:00+00:00,Portland Trail Blazers,Memphis Grizzlies,False,2023-11-04
2c889f9f7c43dade72f5fee8ad7570ac,basketball_nba,NBA,2023-11-04 17:00:00+00:00,Philadelphia 76ers,Phoenix Suns,False,2023-11-04
b6cb32e8a7e2fbd7f6883de2eb873793,basketball_nba,NBA,2023-11-04 23:00:00+00:00,New Orleans Pelicans,Atlanta Hawks,False,2023-11-04
ff40a3a051301137748e8b42749fb9b8,basketball_nba,NBA,2023-11-04 23:00:00+00:00,Indiana Pacers,Charlotte Hornets,False,2023-11-04
cbf5075f87d28a6a4a35c2aa482c3390,basketball_nba,NBA,2023-11-04 23:10:00+00:00,Orlando Magic,Los Angeles Lakers,False,2023-11-04
9fef41824fa216749a1cd45314dfea9b,basketball_nba,NBA,2023-11-05 00:00:00+00:00,Houston Rockets,Sacramento Kings,False,2023-11-05
83ee5e4c7fa73a1c268ee3fdc68c39be,basketball_nba,NBA,2023-11-05 00:10:00+00:00,Brooklyn Nets,Boston Celtics,False,2023-11-05
a273c57a5955084ea9055b222d3b7daf,basketball_nba,NBA,2023-11-05 00:10:00+00:00,Minnesota Timberwolves,Utah Jazz,False,2023-11-05
c3736505684c6513be50abfdb30d95db,basketball_nba,NBA,2023-11-05 01:00:00+00:00,Denver Nuggets,Chicago Bulls,False,2023-11-05
58055209b3752ce796a626d60c65cd40,basketball_nba,NBA,2023-11-05 20:10:00+00:00,Detroit Pistons,Phoenix Suns,False,2023-11-05
86b363251e0b4551ab87fd86a2bba527,basketball_nba,NBA,2023-11-05 20:40:00+00:00,San Antonio Spurs,Toronto Raptors,False,2023-11-05
b86648a63f7e28c5ce0f16fb84c3f615,basketball_nba,NBA,2023-11-05 23:10:00+00:00,Cleveland Cavaliers,Golden State Warriors,False,2023-11-05
e88f193dfb5f26acde1883fe43103ad7,basketball_nba,NBA,2023-11-06 00:30:00+00:00,Dallas Mavericks,Charlotte Hornets,False,2023-11-06
29b6e68a5996b7754d2688908ed5bad3,basketball_nba,NBA,2023-11-06 02:10:00+00:00,Portland Trail Blazers,Memphis Grizzlies,False,2023-11-06
3dc423d708b971aac9e77ac7b206ad73,basketball_nba,NBA,2023-11-07 00:10:00+00:00,Indiana Pacers,San Antonio Spurs,False,2023-11-07
88b6c95aa5c16857922d78700d0a11fa,basketball_nba,NBA,2023-11-07 00:10:00+00:00,Orlando Magic,Dallas Mavericks,False,2023-11-07
4ef2d407cd6d9b3352624148f8336c68,basketball_nba,NBA,2023-11-07 00:10:00+00:00,Philadelphia 76ers,Washington Wizards,False,2023-11-07
69644724ea2b68cb009079f406db54e3,basketball_nba,NBA,2023-11-07 00:10:00+00:00,Detroit Pistons,Golden State Warriors,False,2023-11-07
115a32544666157f8090bc68618c60a9,basketball_nba,NBA,2023-11-07 00:40:00+00:00,Miami Heat,Los Angeles Lakers,False,2023-11-07
e6a2441741193c6f65b5263b25f83d7a,basketball_nba,NBA,2023-11-07 00:40:00+00:00,Brooklyn Nets,Milwaukee Bucks,False,2023-11-07
c0a8b33495b752741400cdb04f83c141,basketball_nba,NBA,2023-11-07 00:40:00+00:00,New York Knicks,Los Angeles Clippers,False,2023-11-07
48eea83c50cf4d67421e5032b6c59238,basketball_nba,NBA,2023-11-07 01:10:00+00:00,Houston Rockets,Sacramento Kings,False,2023-11-07
f4e8ea18ce92a56bc1ff318663821cdd,basketball_nba,NBA,2023-11-07 01:10:00+00:00,Chicago Bulls,Utah Jazz,False,2023-11-07
f81c7ab45d12bc980eddf4faa28efe54,basketball_nba,NBA,2023-11-07 01:10:00+00:00,Oklahoma City Thunder,Atlanta Hawks,False,2023-11-07
a5545c416acbf3f731394641280d7522,basketball_nba,NBA,2023-11-07 01:10:00+00:00,Minnesota Timberwolves,Boston Celtics,False,2023-11-07
b1e0b2b7ff329898a4ae350ac5eb35ab,basketball_nba,NBA,2023-11-07 02:10:00+00:00,Denver Nuggets,New Orleans Pelicans,False,2023-11-07
44de86841ef0dd1dbac9e5cd9337ed87,basketball_nba,NBA,2023-11-09 00:00:00+00:00,Charlotte Hornets,Washington Wizards,False,2023-11-09
baf51c5c5d6a14266d44f0754ecfc735,basketball_nba,NBA,2023-11-09 00:00:00+00:00,Philadelphia 76ers,Boston Celtics,False,2023-11-09
23df7d5377b769e631fa45ca3142470b,basketball_nba,NBA,2023-11-09 00:00:00+00:00,Indiana Pacers,Utah Jazz,False,2023-11-09
90a00c84d24e02209ba01aeb55e0e747,basketball_nba,NBA,2023-11-09 00:30:00+00:00,Brooklyn Nets,Los Angeles Clippers,False,2023-11-09
552cb6ed7d656ba0cf96bff324ab4cda,basketball_nba,NBA,2023-11-09 00:30:00+00:00,New York Knicks,San Antonio Spurs,False,2023-11-09
1a6c598bacf7ae133802195e73e6fa97,basketball_nba,NBA,2023-11-09 01:00:00+00:00,Minnesota Timberwolves,New Orleans Pelicans,False,2023-11-09
98c09993f37d411a307cf47169d3aef3,basketball_nba,NBA,2023-11-09 01:00:00+00:00,Houston Rockets,Los Angeles Lakers,False,2023-11-09
5e719582a7b63914a62e19f63b25e1da,basketball_nba,NBA,2023-11-09 01:00:00+00:00,Milwaukee Bucks,Detroit Pistons,False,2023-11-09
dccdda8efded9f1088e8c6d5bcc560be,basketball_nba,NBA,2023-11-09 01:00:00+00:00,Oklahoma City Thunder,Cleveland Cavaliers,False,2023-11-09
4a47ec38646c02357e7c66d7bb8451c4,basketball_nba,NBA,2023-11-09 01:00:00+00:00,Chicago Bulls,Phoenix Suns,False,2023-11-09
15115632ebf3a657871f60c48a1c4057,basketball_nba,NBA,2023-11-09 01:10:00+00:00,Memphis Grizzlies,Miami Heat,False,2023-11-09
c232a00c87ab715650f2028c630074af,basketball_nba,NBA,2023-11-09 01:30:00+00:00,Dallas Mavericks,Toronto Raptors,False,2023-11-09
c65a08b0a84d53ba60579cb6de376ef1,basketball_nba,NBA,2023-11-09 03:00:00+00:00,Sacramento Kings,Portland Trail Blazers,False,2023-11-09
4f048764be98a33fe51f0d23b9a47611,basketball_nba,NBA,2023-11-09 03:00:00+00:00,Denver Nuggets,Golden State Warriors,False,2023-11-09
b021ae257a5afcec17dd3be32004e08d,basketball_nba,NBA,2023-11-10 00:00:00+00:00,Indiana Pacers,Milwaukee Bucks,False,2023-11-10
19c179002b3cdb72ed38ba9c3d12f37b,basketball_nba,NBA,2023-11-10 02:30:00+00:00,Orlando Magic,Atlanta Hawks,False,2023-11-10
5149f7fd9385751a7d3b501b9f3d9331,basketball_nba,NBA,2023-11-11 00:00:00+00:00,Detroit Pistons,Philadelphia 76ers,False,2023-11-11
6233b9e0df48bf585535b92f15123e7e,basketball_nba,NBA,2023-11-11 00:10:00+00:00,Washington Wizards,Charlotte Hornets,False,2023-11-11
72de431fd4f2a88f58e890aa545a7448,basketball_nba,NBA,2023-11-11 00:10:00+00:00,Detroit Pistons,Philadelphia 76ers,False,2023-11-11
5b706c9e0bbfcd2b849fa2fdc443405d,basketball_nba,NBA,2023-11-11 00:40:00+00:00,Boston Celtics,Brooklyn Nets,False,2023-11-11
59f56a1f7daea4a05f6e910e20e46fa4,basketball_nba,NBA,2023-11-11 01:10:00+00:00,San Antonio Spurs,Minnesota Timberwolves,False,2023-11-11
3b9847b6a31858b5aba20d288285e6de,basketball_nba,NBA,2023-11-11 01:10:00+00:00,Houston Rockets,New Orleans Pelicans,False,2023-11-11
2da12f3fee80f5e860fdc7d51952cdd9,basketball_nba,NBA,2023-11-11 01:10:00+00:00,Memphis Grizzlies,Utah Jazz,False,2023-11-11
75747044931e93bcbce24e621ad5a955,basketball_nba,NBA,2023-11-11 01:40:00+00:00,Dallas Mavericks,Los Angeles Clippers,False,2023-11-11
8ba4dfc64331a54fd4102d4fe0f6014a,basketball_nba,NBA,2023-11-11 02:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,False,2023-11-11
5bed4141137a012e967fcdc781ab18d9,basketball_nba,NBA,2023-11-11 03:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,False,2023-11-11
6ad8766c5f3155254bfa84ed90d651e4,basketball_nba,NBA,2023-11-11 03:00:00+00:00,Phoenix Suns,Los Angeles Lakers,False,2023-11-11
eb1b55fabf67907e2269bd398102b0b1,basketball_nba,NBA,2023-11-11 23:00:00+00:00,Orlando Magic,Milwaukee Bucks,False,2023-11-11
afaa9eb13f941182f105275fb58a3727,basketball_nba,NBA,2023-11-12 00:10:00+00:00,Boston Celtics,Toronto Raptors,False,2023-11-12
e913b5f2b38aac6bd603c53d44246a91,basketball_nba,NBA,2023-11-12 00:40:00+00:00,Atlanta Hawks,Miami Heat,False,2023-11-12
bf883589ad94e63d23eb62227a80d53a,basketball_nba,NBA,2023-11-12 01:40:00+00:00,Golden State Warriors,Cleveland Cavaliers,False,2023-11-12
322273554b86bbb67a4fb08c52c20c82,basketball_nba,NBA,2023-11-12 17:10:00+00:00,New York Knicks,Charlotte Hornets,False,2023-11-12
220b35d0541d11afe06b0f35c087518d,basketball_nba,NBA,2023-11-12 20:10:00+00:00,Brooklyn Nets,Washington Wizards,False,2023-11-12
2b2c1cefd9e243957be16b6769d04fad,basketball_nba,NBA,2023-11-12 20:40:00+00:00,Los Angeles Clippers,Memphis Grizzlies,False,2023-11-12
5461cc28860d11218f2df72a29f428fb,basketball_nba,NBA,2023-11-12 23:10:00+00:00,Philadelphia 76ers,Indiana Pacers,False,2023-11-12
cf3cdf89e21adf6e21dc3abafde007d2,basketball_nba,NBA,2023-11-13 00:00:00+00:00,San Antonio Spurs,Miami Heat,False,2023-11-13
64721a4edadcb7c2579924d0c15d2ab5,basketball_nba,NBA,2023-11-13 00:10:00+00:00,Chicago Bulls,Detroit Pistons,False,2023-11-13
c7f8e44c1c8bb03ffdded6a86f833bf2,basketball_nba,NBA,2023-11-13 00:10:00+00:00,New Orleans Pelicans,Dallas Mavericks,False,2023-11-13
0288b5b2e2acad45d53f33deb8f05286,basketball_nba,NBA,2023-11-13 00:10:00+00:00,Houston Rockets,Denver Nuggets,False,2023-11-13
c259e91463d2a5fdef8ceff5eb0f0f0c,basketball_nba,NBA,2023-11-13 01:10:00+00:00,Phoenix Suns,Oklahoma City Thunder,False,2023-11-13
89a9a1e83d529006a5d060cbf99c2d9f,basketball_nba,NBA,2023-11-13 01:40:00+00:00,Golden State Warriors,Minnesota Timberwolves,False,2023-11-13
9f43e94f9eae3b90408eb69c7a54c13b,basketball_nba,NBA,2023-11-13 03:10:00+00:00,Los Angeles Lakers,Portland Trail Blazers,False,2023-11-13
473a05bd57cff728d66ee9e2f3dfa3b3,basketball_nba,NBA,2023-11-13 23:40:00+00:00,Toronto Raptors,Washington Wizards,False,2023-11-13
dc10b7f0996301a3e6a0a978b33e2f55,basketball_nba,NBA,2023-11-14 00:10:00+00:00,Milwaukee Bucks,Chicago Bulls,False,2023-11-14
ba62dd0eb7c35f0298498937fb5ff60d,basketball_nba,NBA,2023-11-14 00:40:00+00:00,Boston Celtics,New York Knicks,False,2023-11-14
9997e8dfb18fc831da551d77ce5de8ad,basketball_nba,NBA,2023-11-14 03:10:00+00:00,Sacramento Kings,Cleveland Cavaliers,False,2023-11-14
aeb9303e1b8df7e1eafe5242446be831,basketball_nba,NBA,2023-11-14 23:00:00+00:00,Philadelphia 76ers,Indiana Pacers,False,2023-11-14
07024ccefa822961b5d8fc2a2757a7c1,basketball_nba,NBA,2023-11-14 23:00:00+00:00,Detroit Pistons,Atlanta Hawks,False,2023-11-14
9afef2156d66c254ae9d1ebe0269919d,basketball_nba,NBA,2023-11-14 23:00:00+00:00,Charlotte Hornets,Miami Heat,False,2023-11-14
ab0d7502cce71c493a825cf2e8f55019,basketball_nba,NBA,2023-11-14 23:30:00+00:00,Brooklyn Nets,Orlando Magic,False,2023-11-14
a23152a040d8f809d1d156853bf5939f,basketball_nba,NBA,2023-11-14 23:30:00+00:00,Oklahoma City Thunder,San Antonio Spurs,False,2023-11-14
6220e92545f97799b92e85a5b76fd81e,basketball_nba,NBA,2023-11-15 00:00:00+00:00,Detroit Pistons,Atlanta Hawks,False,2023-11-15
b51e986986f6de682d4d134d11c08ad1,basketball_nba,NBA,2023-11-15 00:00:00+00:00,New Orleans Pelicans,Dallas Mavericks,False,2023-11-15
098e6def7ec861b2178ec2a85f3d6011,basketball_nba,NBA,2023-11-15 00:10:00+00:00,Charlotte Hornets,Miami Heat,False,2023-11-15
28aa33d5a3c545a8cd237f8faef03bc0,basketball_nba,NBA,2023-11-15 00:10:00+00:00,Philadelphia 76ers,Indiana Pacers,False,2023-11-15
ce5b4855283a127e1eb62d83ec3dd852,basketball_nba,NBA,2023-11-15 00:30:00+00:00,Oklahoma City Thunder,San Antonio Spurs,False,2023-11-15
b45d86c1e3b8e4067de8bcf333abe9e1,basketball_nba,NBA,2023-11-15 00:40:00+00:00,Brooklyn Nets,Orlando Magic,False,2023-11-15
e70e4d158a1dfc5bd474966aeb12a57c,basketball_nba,NBA,2023-11-15 01:10:00+00:00,New Orleans Pelicans,Dallas Mavericks,False,2023-11-15
0a6f9a1915a54de57ced300f8157d8a3,basketball_nba,NBA,2023-11-15 02:10:00+00:00,Utah Jazz,Portland Trail Blazers,False,2023-11-15
f78e40a3ef4dcca4312efb66a7a19655,basketball_nba,NBA,2023-11-15 02:30:00+00:00,Los Angeles Lakers,Memphis Grizzlies,False,2023-11-15
655999ca6eda7526696c271c5562a8a7,basketball_nba,NBA,2023-11-15 03:00:00+00:00,Denver Nuggets,Los Angeles Clippers,False,2023-11-15
e815a78cdabf0bc18aa58a621e0fdbe7,basketball_nba,NBA,2023-11-15 03:10:00+00:00,Golden State Warriors,Minnesota Timberwolves,False,2023-11-15
cd8e1caa4ce880c6996b6e37e363f0bb,basketball_nba,NBA,2023-11-15 03:40:00+00:00,Los Angeles Lakers,Memphis Grizzlies,False,2023-11-15
5dcc473900040ddb685506f0b685ac29,basketball_nba,NBA,2023-11-16 00:10:00+00:00,Washington Wizards,Dallas Mavericks,False,2023-11-16
47a30823320a8c1cc1ef4b6efb2c467d,basketball_nba,NBA,2023-11-16 00:40:00+00:00,Atlanta Hawks,New York Knicks,False,2023-11-16
597abd161775c9a486c8c8a1d9ccee9d,basketball_nba,NBA,2023-11-16 00:40:00+00:00,Toronto Raptors,Milwaukee Bucks,False,2023-11-16
9338efc83bedd70b4200b697760d06df,basketball_nba,NBA,2023-11-16 00:40:00+00:00,Philadelphia 76ers,Boston Celtics,False,2023-11-16
00ac38fbcd5b083a637ea0f37bc03797,basketball_nba,NBA,2023-11-16 01:10:00+00:00,Chicago Bulls,Orlando Magic,False,2023-11-16
faff54a622316d7e7414a86ba0550ae9,basketball_nba,NBA,2023-11-16 02:10:00+00:00,Phoenix Suns,Minnesota Timberwolves,False,2023-11-16
2699c380b9633a89eadba94173c84dc4,basketball_nba,NBA,2023-11-16 03:00:00+00:00,Los Angeles Lakers,Sacramento Kings,False,2023-11-16
f25eedfd572be979e5be1c10d5b29734,basketball_nba,NBA,2023-11-16 03:10:00+00:00,Portland Trail Blazers,Cleveland Cavaliers,False,2023-11-16
c2189a676d35cf59b58ccf58ebb090c7,basketball_nba,NBA,2023-11-16 23:40:00+00:00,Miami Heat,Brooklyn Nets,False,2023-11-16
87a2f8518c37ee210cac5f391bebbaa0,basketball_nba,NBA,2023-11-17 02:10:00+00:00,Golden State Warriors,Oklahoma City Thunder,False,2023-11-17
